,HPO ID,Phenotype name,No. occurrences,Earliness (lower = earlier),Example sentence
135,HP:0006380,Knee flexion contracture,1,425, td td hypertrichosis td tr tr td xxv td td dn td td f td td 14 td td feeding difficulties td td n td td y td td n td td y td td mild td td n td td lytic lesions in both parietal bones suggestive of congenital parietal foramina td td extra skin folds on abdomen and back td tr tr td xxvi td td dn td td m td td 18 td td n td td n td td n td td y td td y td td mild td td slight social inhibition td td atrial septal defect and pectus deformity td td bl snhl distal interphalangeal joint contracture of left 5 sup th sup finger bl knee flexion contractures mild weakness in ankle plantar flexion 
136,HP:0031374,Ankle weakness,1,426, td td hypertrichosis td tr tr td xxv td td dn td td f td td 14 td td feeding difficulties td td n td td y td td n td td y td td mild td td n td td lytic lesions in both parietal bones suggestive of congenital parietal foramina td td extra skin folds on abdomen and back td tr tr td xxvi td td dn td td m td td 18 td td n td td n td td n td td y td td y td td mild td td slight social inhibition td td atrial septal defect and pectus deformity td td bl snhl distal interphalangeal joint contracture of left 5 sup th sup finger bl knee flexion contractures mild weakness in ankle plantar flexion 
137,HP:0003654,Reduced dihydropyrimidine dehydrogenase level,1,427,dihydropyrimidine dehydrogenase deficiency due to compound heterozygous pathogenic mutations in em dypd em 
138,HP:0001518,Small for gestational age,1,476,sga small for gestational age 
139,HP:0001629,Ventricular septal defect,1,484,vsd ventricular septal defect 
140,HP:0000076,Vesicoureteral reflux,1,486,vur vesicoureteric reflux 
141,HP:0012824,Severity,1,639,visual inspection of the membranes and their intensity quantification revealed a consistent trend of decreased amounts of nuclear actin in fibroblasts and lcls from affected individuals versus controls sample p1 is from iva p2 is from xi p3 is from ii and p4 is from xxii 
142,HP:0000717,Autism,1,696,some were reported to have autism spectrum or attention deficit hyperactivity disorders 
143,HP:0002281,obsolete Gray matter heterotopias,1,708, div div class section paragraph among ten individuals who were investigated with brain magnetic resonance imaging eight 80 were detected to have some abnormality including gray matter heterotopias in two individuals 
144,HP:0030890,Hyperintensity of cerebral white matter on MRI,1,714,other neuroradiological features included cortical atrophy cerebral white matter hyperintensities a thin corpus callosum a septum pellucidum cyst megacisterna magna ventricular enlargement and hydrocephalus 
145,HP:0002079,Hypoplasia of the corpus callosum,1,715,other neuroradiological features included cortical atrophy cerebral white matter hyperintensities a thin corpus callosum a septum pellucidum cyst megacisterna magna ventricular enlargement and hydrocephalus 
146,HP:0000238,Hydrocephalus,1,720,other neuroradiological features included cortical atrophy cerebral white matter hyperintensities a thin corpus callosum a septum pellucidum cyst megacisterna magna ventricular enlargement and hydrocephalus 
147,HP:0007325,Generalized dystonia,1,724,delayed onset generalized dystonia has been reported in monozygotic twins with an em actb em p arg183trp mutation 
148,HP:0001626,Abnormality of the cardiovascular system,1,725, div class dropblock reference citations sup sup div class dropblock holder data db target of bib25 d1601794e2018 div div div div class section paragraph congenital cardiac anomalies such as ventricular and atrial septal defects sub aortic stenosis tortuous arch total anomalous pulmonary venous drainage patent ductus arteriosus tricuspid valve dysplasia and ventricular dilatation were observed in 11 out of 22 50 individuals who were investigated by echocardiogram or post mortem examination 
149,HP:0001671,Abnormal cardiac septum morphology,1,726, div class dropblock reference citations sup sup div class dropblock holder data db target of bib25 d1601794e2018 div div div div class section paragraph congenital cardiac anomalies such as ventricular and atrial septal defects sub aortic stenosis tortuous arch total anomalous pulmonary venous drainage patent ductus arteriosus tricuspid valve dysplasia and ventricular dilatation were observed in 11 out of 22 50 individuals who were investigated by echocardiogram or post mortem examination 
150,HP:0002617,Dilatation,1,733, div class dropblock reference citations sup sup div class dropblock holder data db target of bib25 d1601794e2018 div div div div class section paragraph congenital cardiac anomalies such as ventricular and atrial septal defects sub aortic stenosis tortuous arch total anomalous pulmonary venous drainage patent ductus arteriosus tricuspid valve dysplasia and ventricular dilatation were observed in 11 out of 22 50 individuals who were investigated by echocardiogram or post mortem examination 
151,HP:0012210,Abnormal renal morphology,1,744,those males who lacked overt renal malformations still had a high frequency of anomalies such as inguinal hernias hypospadias micropenis urethral cyst and cryptorchidism 
152,HP:0000054,Micropenis,1,747,those males who lacked overt renal malformations still had a high frequency of anomalies such as inguinal hernias hypospadias micropenis urethral cyst and cryptorchidism 
153,HP:0000174,Abnormal palate morphology,1,751,spinal and palatal anomalies were also detected in six and four individuals respectively 
154,HP:0000356,Abnormality of the outer ear,1,842,of note the pli score for em actg1 em is 0 22 which decreases the likelihood that heterozygous loss of function mutations in this gene are a cause of an early onset human disorder 
155,HP:0000598,Abnormality of the ear,1,842,of note the pli score for em actg1 em is 0 22 which decreases the likelihood that heterozygous loss of function mutations in this gene are a cause of an early onset human disorder 
156,HP:0001331,Absent septum pellucidum,1,959,antenatal ultrasound cleft lip and palate septum pellucidum agenesis
